"team","as_of_date","feature_source_date","squad_size","num_players_with_value","squad_value","log_squad_value","top11_value","log_top11_value","top15_value","log_top15_value","top23_value","log_top23_value","median_player_value","squad_value_concentration","top5_value_share","top11_to_top23_ratio","value_drop_11_to_23","avg_age","value_weighted_avg_age","top11_avg_age","top11_u24_value_share","top11_over30_value_share","goalkeeper_value","log_goalkeeper_value","defense_value","log_defense_value","midfield_value","log_midfield_value","attack_value","log_attack_value","top1_goalkeeper_value","log_top1_goalkeeper_value","top4_defense_value","log_top4_defense_value","top4_midfield_value","log_top4_midfield_value","top3_attack_value","log_top3_attack_value","defense_value_share","midfield_value_share","attack_value_share","squad_value_momentum_6m","squad_value_momentum_12m","top11_value_momentum_6m","top11_value_momentum_12m","total_caps","total_goals","missing_value_share"
"Brazil",2009-07-01,2009-06-30,2697,392,1052175000,20.7741252881876,2.91e+08,19.4888338285722,3.45e+08,19.6590549778942,4.36e+08,19.8931528036069,8e+05,0.276569962221113,0.163470905505263,0.66743119266055,0.543241695303551,12.8832101579645,25.4142217417469,25.7089166822226,0.152920962199313,0.0618556701030928,57875000,17.8737960876493,372025000,19.7344716169684,365850000,19.7177339740277,256425000,19.3623467860575,16500000,16.6188709994769,8.9e+07,18.3041469389324,1.2e+08,18.6030023090797,79500000,18.1912675922032,0.353577114073229,0.347708318483142,0.243709458977832,0.11804146225472,0.272791235791424,0.0992698988314373,0.151862348745674,NA,NA,0.854653318502039
"Brunei Darussalam",2009-07-01,2009-06-30,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,11.1457905544148,NA,11.1457905544148,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Bulgaria",2009-07-01,2009-06-30,100,21,61150000,17.9288404364507,57650000,17.8699008220254,59950000,17.9090214561184,61150000,17.9288404364507,7e+05,0.942763695829926,0.820932134096484,0.942763695829926,0.933217692974848,15.463189596167,28.2680452181914,27.3916993342045,0.0598438855160451,0.298352124891587,7e+05,13.458837042596,3700000,15.1238436478847,4950000,15.4148983365651,51800000,17.7629007265347,7e+05,13.458837042596,2800000,14.8451303322882,4950000,15.4148983365651,45500000,17.6332229058992,0.0605069501226492,0.0809484873262469,0.847097301717089,0.0256742876365834,0.222530489080881,0.0183812611841425,0.210646077972996,NA,NA,0.79
"Burkina Faso",2009-07-01,2009-06-30,70,10,11100000,16.2224557563726,11100000,16.2224557563726,11100000,16.2224557563726,11100000,16.2224557563726,725000,1,0.846846846846847,1,NA,11.9285420944559,22.3875045476688,21.8580051023583,0.779279279279279,0,250000,12.4292201968364,1250000,14.0386549092782,4250000,15.2624297761947,5350000,15.4926073057881,250000,12.4292201968364,1250000,14.0386549092782,4250000,15.2624297761947,5350000,15.4926073057881,0.112612612612613,0.382882882882883,0.481981981981982,0.0508192436995749,0.321272982754309,0.0508192436995749,0.321272982754309,NA,NA,0.857142857142857
"Burundi",2009-07-01,2009-06-30,19,3,9900000,16.1080454161149,9900000,16.1080454161149,9900000,16.1080454161149,9900000,16.1080454161149,1500000,1,1,1,NA,13.3615764256637,24.6937271413657,16.7685893846058,0.191919191919192,0,0,0,0,0,1500000,14.2209763327389,8400000,15.9437423828612,0,0,0,0,1500000,14.2209763327389,8400000,15.9437423828612,0,0.151515151515152,0.848484848484849,0.225671972095395,0.311533251353033,0.225671972095395,0.311533251353033,NA,NA,0.842105263157895
"Cambodia",2009-07-01,2009-06-30,24,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,8.40041067761807,NA,10.2437931678178,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Cameroon",2009-07-01,2009-06-30,246,52,144150000,18.7863649889859,104800000,18.4675643393932,114200000,18.5534618639428,127450000,18.6632346966326,1100000,0.727020464793618,0.565383281304197,0.82228324833268,0.801884541984733,14.1313611904086,25.8086804494615,25.4699769771638,0.245229007633588,0,9900000,16.1080454161149,25250000,17.0443367532896,44950000,17.6210613411288,64050000,17.9751746019198,8e+06,15.8949522246441,14800000,16.5101378063019,3.5e+07,17.3708586480251,49200000,17.7114042017877,0.175164758931668,0.311827956989247,0.444328824141519,0.170528722032429,0.296624699769332,0.157256641755257,0.220641909676619,NA,NA,0.788617886178862
"Canada",2009-07-01,2009-06-30,133,10,9675000,16.0850559002393,9675000,16.0850559002393,9675000,16.0850559002393,9675000,16.0850559002393,6e+05,1,0.868217054263566,1,NA,10.3469762702444,25.1151400672436,23.8830191027316,0.421188630490956,0,1e+05,11.5129354649202,1500000,14.2209763327389,5950000,15.598901945589,2125000,14.5692828309288,1e+05,11.5129354649202,1500000,14.2209763327389,5950000,15.598901945589,2125000,14.5692828309288,0.155038759689922,0.614987080103359,0.219638242894057,0.0314986637518757,0.46536318843936,0.0314986637518757,0.46536318843936,NA,NA,0.924812030075188
"Cape Verde",2009-07-01,2009-06-30,114,9,6550000,15.6949757602832,6550000,15.6949757602832,6550000,15.6949757602832,6550000,15.6949757602832,3e+05,1,0.900763358778626,1,NA,14.7832414712346,26.931444007294,23.5592060232717,0.190839694656489,0,0,0,1550000,14.2537661340565,7e+05,13.458837042596,4300000,15.2741258132219,0,0,1500000,14.2209763327389,7e+05,13.458837042596,4300000,15.2741258132219,0.236641221374046,0.106870229007634,0.656488549618321,-0.0113853204967675,0.2117581930816,-0.0113853204967675,0.2117581930816,NA,NA,0.921052631578947
"Central African Republic",2009-07-01,2009-06-30,24,4,3800000,15.1505118878545,3800000,15.1505118878545,3800000,15.1505118878545,3800000,15.1505118878545,750000,1,1,1,NA,14.8037873602555,21.860657804676,19.7998879970133,0.868421052631579,0,0,0,0,0,5e+05,13.1223653774023,2300000,14.6484201156819,0,0,0,0,5e+05,13.1223653774023,2300000,14.6484201156819,0,0.131578947368421,0.605263157894737,0.389151407425061,0.379489500247454,0.389151407425061,0.379489500247454,NA,NA,0.833333333333333
"Chad",2009-07-01,2009-06-30,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,15.2832306639288,NA,15.2832306639288,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Chile",2009-07-01,2009-06-30,144,23,6.8e+07,18.0350182778463,59100000,17.8947414992968,64400000,17.9806242066025,6.8e+07,18.0350182778463,1700000,0.869117647058824,0.595588235294118,0.869117647058824,0.861957134799774,14.1974294623165,25.8019789024439,25.6260344720304,0.377326565143824,0.0676818950930626,1800000,14.4032977784218,11800000,16.2836101741817,37900000,17.4504616964379,16500000,16.6188709994769,1800000,14.4032977784218,11250000,16.2358787755036,3.2e+07,17.281246492014,14800000,16.5101378063019,0.173529411764706,0.557352941176471,0.242647058823529,0.0230579196738248,0.185267064030477,-0.000845665998042477,0.119370587424442,NA,NA,0.840277777777778
"China",2009-07-01,2009-06-30,58,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,11.9971205362411,NA,17.7435131603509,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Chinese Taipei",2009-07-01,2009-06-30,38,1,7e+05,13.458837042596,7e+05,13.458837042596,7e+05,13.458837042596,7e+05,13.458837042596,7e+05,1,1,1,NA,10.2817104362549,25.7385352498289,16.6468794723415,0,0,0,0,7e+05,13.458837042596,0,0,0,0,0,0,7e+05,13.458837042596,0,0,0,0,1,0,0,0.336471665193622,0.69314575199158,0.336471665193622,0.69314575199158,NA,NA,0.973684210526316
"Colombia",2009-07-01,2009-06-30,956,22,48750000,17.702215775921,4.2e+07,17.5531802000572,46800000,17.6613937822554,48750000,17.702215775921,1750000,0.861538461538462,0.596923076923077,0.861538461538462,0.839285714285714,10.2189707857574,23.6547836922375,23.5527347395931,0.897619047619048,0,2800000,14.8451303322882,17500000,16.6777114960366,10300000,16.1476545502872,18150000,16.7141811737715,2800000,14.8451303322882,16800000,16.6368895038973,9300000,16.0455250656504,13300000,16.40327466838,0.358974358974359,0.211282051282051,0.372307692307692,0.187875408237097,0.452717981213468,0.113328682449861,0.334806947833805,NA,NA,0.976987447698745
"Comoros",2009-07-01,2009-06-30,66,4,1400000,14.1519835088709,1400000,14.1519835088709,1400000,14.1519835088709,1400000,14.1519835088709,275000,1,1,1,NA,10.752950449049,21.156253055637,19.7478688320577,1,0,0,0,550000,13.2176753753888,0,0,850000,13.6529928049364,0,0,550000,13.2176753753888,0,0,850000,13.6529928049364,0.392857142857143,0,0.607142857142857,-0.278713228723955,-0.0689928238679354,-0.278713228723955,-0.0689928238679354,NA,NA,0.93939393939394
"Congo",2009-07-01,2009-06-30,58,9,8750000,15.9845643726195,8750000,15.9845643726195,8750000,15.9845643726195,8750000,15.9845643726195,2e+05,1,0.948571428571429,1,NA,14.089452193821,24.4616485772954,22.7687138323689,0.28,0.0457142857142857,4e+05,12.899222326087,6150000,15.6319628023843,4e+05,12.899222326087,1800000,14.4032977784218,4e+05,12.899222326087,6100000,15.623799493078,4e+05,12.899222326087,1800000,14.4032977784218,0.702857142857143,0.0457142857142857,0.205714285714286,-0.0663226355972313,0.0114943781045138,-0.0663226355972313,0.0114943781045138,NA,NA,0.844827586206897
"Costa Rica",2009-07-01,2009-06-30,83,5,8600000,15.9672728775028,8600000,15.9672728775028,8600000,15.9672728775028,8600000,15.9672728775028,1e+06,1,1,1,NA,12.3196358328592,24.2054979864063,22.0195382987991,0.63953488372093,0,0,0,1500000,14.2209763327389,6500000,15.687312888712,6e+05,13.3046866008636,0,0,1500000,14.2209763327389,6500000,15.687312888712,6e+05,13.3046866008636,0.174418604651163,0.755813953488372,0.0697674418604651,0.583146193291368,0.658857998641301,0.583146193291368,0.658857998641301,NA,NA,0.939759036144578
"Cote d'Ivoire",2009-07-01,2009-06-30,327,55,179975000,19.008328515876,1.4e+08,18.7571529877164,151900000,18.8387329741493,164200000,18.9165957610727,8e+05,0.777885817474649,0.572301708570635,0.852618757612667,0.841547619047619,12.2372134204924,26.8988785517496,26.5825399788439,0.15,0.25,2500000,14.7318016898383,51025000,17.7478262862584,5.4e+07,17.8044946230471,72450000,18.0984072405336,2500000,14.7318016898383,37500000,17.4398515176073,4.5e+07,17.6221730699568,5.6e+07,17.8408622665566,0.283511598833171,0.300041672454508,0.402555910543131,0.0676642044275404,0.128641890568293,0.0363676439063241,0.0345175046318538,NA,NA,0.831804281345566
"Croatia",2009-07-01,2009-06-30,584,82,192510000,19.0756586635893,123050000,18.6281013429281,143750000,18.7835862445983,160950000,18.8966043219222,7e+05,0.639187574671446,0.371409277440133,0.764523143833489,0.717662196938914,11.6039258154951,25.413411735618,26.2537489888619,0.316944331572531,0.0511986997155628,14500000,16.4896592763563,55825000,17.8377323736036,56910000,17.8569816481509,65275000,17.9941196878693,6300000,15.6560603500919,4.1e+07,17.5290826490588,43750000,17.594002193625,3.4e+07,17.3418711119922,0.289984935847488,0.295621006700951,0.339073294893772,0.114632323509529,0.266421623151377,0.103060574642498,0.212433130749044,NA,NA,0.85958904109589
"Cuba",2009-07-01,2009-06-30,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,10.225325119781,NA,10.225325119781,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Curacao",2009-07-01,2009-06-30,77,10,4600000,15.3415670788506,4600000,15.3415670788506,4600000,15.3415670788506,4600000,15.3415670788506,275000,1,0.831521739130435,1,NA,12.7170680107025,21.7127935005803,21.5944247402153,0.940217391304348,0,2e+05,12.2060776455177,350000,12.7656912906044,3e+06,14.9141231799657,1050000,13.8643016745142,2e+05,12.2060776455177,350000,12.7656912906044,3e+06,14.9141231799657,975000,13.7901937756205,0.0760869565217391,0.652173913043478,0.228260869565217,0.224503116112723,0.514455245571552,0.224503116112723,0.514455245571552,NA,NA,0.87012987012987
"Cyprus",2009-07-01,2009-06-30,61,5,4250000,15.2624297761947,4250000,15.2624297761947,4250000,15.2624297761947,4250000,15.2624297761947,1e+06,1,1,1,NA,12.508926066808,26.5977372468495,22.232095078091,0.141176470588235,0,350000,12.7656912906044,1600000,14.2855148122098,2300000,14.6484201156819,0,0,350000,12.7656912906044,1600000,14.2855148122098,2300000,14.6484201156819,0,0,0.376470588235294,0.541176470588235,0,0.125163111581465,0.571450064209936,0.125163111581465,0.571450064209936,NA,NA,0.918032786885246
"Czech Republic",2009-07-01,2009-06-30,574,69,148750000,18.8177776091127,9.9e+07,18.4106304181999,111800000,18.5322221276298,125700000,18.6494086815159,750000,0.665546218487395,0.436974789915966,0.787589498806683,0.752777777777778,11.4662431106564,26.9721192460557,28.0522680604816,0,0.166666666666667,37600000,17.4425146349559,42300000,17.5602976676572,4.9e+07,17.7073308764831,19850000,16.8037146154753,27500000,17.1296965990004,22500000,16.9290259116191,35500000,17.3850432826147,13700000,16.4329064637911,0.28436974789916,0.329411764705882,0.13344537815126,0.0837470386500385,0.182509808460502,0.0433504404260994,0.0997645290939992,NA,NA,0.87979094076655
"Denmark",2009-07-01,2009-06-30,1200,230,203075000,19.1290859318256,6e+07,17.909855136853,70400000,18.0697038353328,87050000,18.2819932356661,350000,0.295457343346054,0.199433706758587,0.689259046524986,0.586736111111111,12.8163526866309,26.0061469350893,26.7122145479435,0.175,0.141666666666667,17700000,16.6890752540412,59875000,17.9077696303968,79575000,18.1922105436992,45925000,17.6425202108401,3e+06,14.9141231799657,2.3e+07,16.9510048173717,23500000,16.9725110216676,1.3e+07,16.3804599923489,0.294841807214083,0.391850301612705,0.226147974886126,0.0575393943539382,0.254975646894085,0.00417537134074664,0.0159600193105973,NA,NA,0.808333333333333
"Dominican Republic",2009-07-01,2009-06-30,48,1,1e+06,13.8155115579638,1e+06,13.8155115579638,1e+06,13.8155115579638,1e+06,13.8155115579638,1e+06,1,1,1,NA,9.20801962126397,21.9466119096509,16.0851222699272,1,0,0,0,1e+06,13.8155115579638,0,0,0,0,0,0,1e+06,13.8155115579638,0,0,0,0,1,0,0,0.105360404546833,0.597836182574955,0.105360404546833,0.597836182574955,NA,NA,0.979166666666667
"DR Congo",2009-07-01,2009-06-30,152,27,30300000,17.2266583034829,25750000,17.063945223909,27550000,17.1315131298608,3e+07,17.2167079729598,4e+05,0.84983498349835,0.66996699669967,0.858333333333333,0.848705501618123,14.7497388234447,24.6099940589542,25.0227117167569,0.469902912621359,0,0,0,10550000,16.1716365126731,6200000,15.6400600113056,13550000,16.4218971790907,0,0,9600000,16.0772737606047,4500000,15.3195881769627,11500000,16.25785768029,0.348184818481848,0.204620462046205,0.447194719471947,0.0638786707017225,0.326946778210434,0.0662227839543128,0.330663879806362,NA,NA,0.822368421052632
"Ecuador",2009-07-01,2009-06-30,106,4,20550000,16.8383715475683,20550000,16.8383715475683,20550000,16.8383715475683,20550000,16.8383715475683,4600000,1,1,1,NA,10.764144486201,23.3208864374799,20.8691431771514,0.75669099756691,0,0,0,11350000,16.2447283899974,5e+06,15.4249486703984,4200000,15.2505953213488,0,0,11350000,16.2447283899974,5e+06,15.4249486703984,4200000,15.2505953213488,0.552311435523114,0.24330900243309,0.204379562043796,0.497132265295793,0.853807174948813,0.497132265295793,0.853807174948813,NA,NA,0.962264150943396
"Egypt",2009-07-01,2009-06-30,100,13,12075000,16.3066478403186,11975000,16.2983317847686,12075000,16.3066478403186,12075000,16.3066478403186,250000,0.991718426501035,0.910973084886128,0.991718426501035,0.954070981210856,14.254893908282,25.3647024146087,25.6417148901748,0.279749478079332,0.00626304801670146,75000,11.2252567257629,2150000,14.58097886522,1800000,14.4032977784218,8050000,15.9011827736183,75000,11.2252567257629,2150000,14.58097886522,1800000,14.4032977784218,7950000,15.8886826124167,0.178053830227743,0.149068322981366,0.666666666666667,0.430623623171526,0.489657147009119,0.42230756762144,0.481341091459033,NA,NA,0.87
"El Salvador",2009-07-01,2009-06-30,53,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,11.1759585706353,NA,18.568352933856,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"England",2009-07-01,2009-06-30,1682,271,964550000,20.6871722303349,332500000,19.6221504210677,393500000,19.790591628363,494700000,20.0194620782194,1e+06,0.344720335907936,0.214607848219377,0.672124519911057,0.552832080200501,13.082471650955,26.5704151954054,28.2603447203037,0.183458646616541,0.297744360902256,44675000,17.6149246413936,341050000,19.6475396549971,335425000,19.6309089454221,243400000,19.3102167426262,8e+06,15.8949522246441,1.11e+08,18.5250407682856,1.42e+08,18.7713376226078,72500000,18.099097133618,0.353584573116998,0.347752838111036,0.252345653413509,0.15536355180565,0.209385024676997,0.126467250673389,0.157665621421096,NA,NA,0.838882282996433
"Equatorial Guinea",2009-07-01,2009-06-30,23,3,6100000,15.623799493078,6100000,15.623799493078,6100000,15.623799493078,6100000,15.623799493078,2e+06,1,1,1,NA,14.4983483617534,26.1778480941641,19.9574388650364,0.0983606557377049,0.327868852459016,0,0,6e+05,13.3046866008636,0,0,5500000,15.5202588320209,0,0,6e+05,13.3046866008636,0,0,5500000,15.5202588320209,0.0983606557377049,0,0.901639344262295,0.0855221588011617,0.373204171729146,0.0855221588011617,0.373204171729146,NA,NA,0.869565217391304
"Eritrea",2009-07-01,2009-06-30,4,1,3e+06,14.9141231799657,3e+06,14.9141231799657,3e+06,14.9141231799657,3e+06,14.9141231799657,3e+06,1,1,1,NA,17.5516769336071,24.7720739219713,17.5516769336071,0,0,0,0,0,0,0,0,3e+06,14.9141231799657,0,0,0,0,0,0,3e+06,14.9141231799657,0,0,1,0.143100792358641,-0.0645385003042449,0.143100792358641,-0.0645385003042449,NA,NA,0.75
"Estonia",2009-07-01,2009-06-30,52,8,4150000,15.2386191331707,4150000,15.2386191331707,4150000,15.2386191331707,4150000,15.2386191331707,425000,1,0.819277108433735,1,NA,12.5232454062023,24.4459398167619,23.0751042250016,0.566265060240964,0.0963855421686747,4e+05,12.899222326087,2300000,14.6484201156819,750000,13.5278298188449,7e+05,13.458837042596,4e+05,12.899222326087,2300000,14.6484201156819,750000,13.5278298188449,7e+05,13.458837042596,0.55421686746988,0.180722891566265,0.168674698795181,0.275705804908625,0.807922395575806,0.275705804908625,0.807922395575806,NA,NA,0.846153846153846
"Ethiopia",2009-07-01,2009-06-30,43,1,5e+05,13.1223653774023,5e+05,13.1223653774023,5e+05,13.1223653774023,5e+05,13.1223653774023,5e+05,1,1,1,NA,11.0172389093167,22.8418891170431,15.3259909153133,1,0,0,0,5e+05,13.1223653774023,0,0,0,0,0,0,5e+05,13.1223653774023,0,0,0,0,1,0,0,0.356674086797957,1.89710865163944,0.356674086797957,1.89710865163944,NA,NA,0.976744186046512
"Faroe Islands",2009-07-01,2009-06-30,45,2,950000,13.7642183162077,950000,13.7642183162077,950000,13.7642183162077,950000,13.7642183162077,475000,1,1,1,NA,11.8502091413796,26.2567095356461,18.8301910273163,0.263157894736842,0,250000,12.4292201968364,0,0,7e+05,13.458837042596,0,0,250000,12.4292201968364,0,0,7e+05,13.458837042596,0,0,0,0.736842105263158,0,-0.0856946346569654,-0.22103586022512,-0.0856946346569654,-0.22103586022512,NA,NA,0.955555555555556
"Fiji",2009-07-01,2009-06-30,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,14.3463381245722,NA,14.3463381245722,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Finland",2009-07-01,2009-06-30,122,26,25900000,17.0697535652798,2.2e+07,16.9065530567771,24100000,16.9977224399547,25750000,17.063945223909,550000,0.849420849420849,0.644787644787645,0.854368932038835,0.84375,12.9399355931823,26.5898112838564,26.7097255926825,0.390909090909091,0.318181818181818,6300000,15.6560603500919,9400000,16.0562203536232,7050000,15.7685383166324,3150000,14.9629133282621,5e+06,15.4249486703984,8100000,15.9073747430994,6550000,15.6949757602832,2350000,14.6699263116522,0.362934362934363,0.272200772200772,0.121621621621622,0.0576127504948545,0.25601380368764,0.0560894640286662,0.141354111404258,NA,NA,0.786885245901639
"France",2009-07-01,2009-06-30,1888,354,1059825000,20.7813696380447,252500000,19.3469218106401,313500000,19.563309921227,4.09e+08,19.8292257164521,1200000,0.238246880381195,0.13351260821362,0.617359413202934,0.431848184818482,13.7081678852424,26.1441358348053,26.12805674818,0.259405940594059,0.108910891089109,92900000,18.3470342145483,364750000,19.7147227481088,305275000,19.5367235709591,296900000,19.5089059431021,1.5e+07,16.5235608257331,7.7e+07,18.159315992805,76500000,18.1528013118687,96500000,18.3850535766719,0.344160592550657,0.288042837260869,0.280140589248225,0.12619529216499,0.16660814117526,0.163101509645731,0.1938731681668,NA,NA,0.8125
"French Guiana",2009-07-01,2009-06-30,8,4,6e+06,15.607270193859,6e+06,15.607270193859,6e+06,15.607270193859,6e+06,15.607270193859,9e+05,1,1,1,NA,20.5602327173169,25.6401551448779,20.5602327173169,0.3,0,0,0,8e+05,13.5923682566493,0,0,5200000,15.4641693758593,0,0,8e+05,13.5923682566493,0,0,5200000,15.4641693758593,0.133333333333333,0,0.866666666666667,0,0.0689928595821918,0,0.0689928595821918,NA,NA,0.5
"Gabon",2009-07-01,2009-06-30,36,3,3200000,14.9786616802699,3200000,14.9786616802699,3200000,14.9786616802699,3200000,14.9786616802699,1e+06,1,1,1,NA,14.5907673587345,21.0123203285421,19.4133532449754,0.9375,0,2e+05,12.2060776455177,2e+06,14.5086582385241,0,0,1e+06,13.8155115579638,2e+05,12.2060776455177,2e+06,14.5086582385241,0,0,1e+06,13.8155115579638,0.625,0,0.3125,0.632522283008342,3.46572621534968,0.632522283008342,3.46572621534968,NA,NA,0.916666666666667
"Georgia",2009-07-01,2009-06-30,137,19,12050000,16.3045753008885,10700000,16.1857543928901,11600000,16.2665157422835,12050000,16.3045753008885,4e+05,0.887966804979253,0.593360995850622,0.887966804979253,0.826518691588785,13.4725240686061,25.238008412359,23.3921971252567,0.523364485981308,0.280373831775701,650000,13.3847291803322,4325000,15.279922929562,5500000,15.5202588320209,1575000,14.2697664651623,4e+05,12.899222326087,3600000,15.0964446812041,5250000,15.473738825044,1350000,14.1156158911551,0.358921161825726,0.45643153526971,0.130705394190871,-0.00620477637355776,0.132938788215412,-0.0807613493934092,0.0141178802170003,NA,NA,0.861313868613139
"Germany",2009-07-01,2009-06-30,1452,299,594250000,20.2028106658874,1.68e+08,18.9394745433199,205500000,19.1409565967667,271500000,19.4194727010215,5e+05,0.28270929743374,0.175010517458982,0.61878453038674,0.435267857142857,13.5220973049821,24.8705911547558,24.9598904859685,0.303571428571429,0.107142857142857,67350000,18.0254134756685,205900000,19.1429011768547,178200000,18.9984170786127,142750000,18.7766054135056,1.1e+07,16.2134059216717,5.9e+07,17.8930480188191,4.5e+07,17.6221730699568,6e+07,17.909855136853,0.346487168700042,0.299873790492217,0.240218763146824,0.210705449621628,0.299673468990903,0.120017672698772,0.189490045030702,NA,NA,0.794077134986226
