"team","as_of_date","feature_source_date","squad_size","num_players_with_value","squad_value","log_squad_value","top11_value","log_top11_value","top15_value","log_top15_value","median_player_value","squad_value_concentration","avg_age","total_caps","total_goals","missing_value_share"
"Brunei Darussalam","2002-07-01","2002-06-30",1,0,0,0,0,0,0,0,NA,NA,4.145106091718,NA,NA,1
"Bulgaria","2002-07-01","2002-06-30",100,0,0,0,0,0,0,0,NA,NA,8.46250513347023,NA,NA,1
"Burkina Faso","2002-07-01","2002-06-30",70,0,0,0,0,0,0,0,NA,NA,4.92785763175907,NA,NA,1
"Burundi","2002-07-01","2002-06-30",19,0,0,0,0,0,0,0,NA,NA,6.36089196296697,NA,NA,1
"Cambodia","2002-07-01","2002-06-30",24,0,0,0,0,0,0,0,NA,NA,1.39972621492129,NA,NA,1
"Cameroon","2002-07-01","2002-06-30",246,0,0,0,0,0,0,0,NA,NA,7.13067672771184,NA,NA,1
"Canada","2002-07-01","2002-06-30",133,0,0,0,0,0,0,0,NA,NA,3.34629180754762,NA,NA,1
"Cape Verde","2002-07-01","2002-06-30",114,0,0,0,0,0,0,0,NA,NA,7.78255700853777,NA,NA,1
"Central African Republic","2002-07-01","2002-06-30",24,0,0,0,0,0,0,0,NA,NA,7.80310289755875,NA,NA,1
"Chad","2002-07-01","2002-06-30",5,0,0,0,0,0,0,0,NA,NA,8.28254620123203,NA,NA,1
"Chile","2002-07-01","2002-06-30",144,0,0,0,0,0,0,0,NA,NA,7.19674499961974,NA,NA,1
"China","2002-07-01","2002-06-30",58,0,0,0,0,0,0,0,NA,NA,4.99643607354434,NA,NA,1
"Chinese Taipei","2002-07-01","2002-06-30",38,0,0,0,0,0,0,0,NA,NA,3.28102597355812,NA,NA,1
"Colombia","2002-07-01","2002-06-30",956,0,0,0,0,0,0,0,NA,NA,3.21828632306066,NA,NA,1
"Comoros","2002-07-01","2002-06-30",66,0,0,0,0,0,0,0,NA,NA,3.75226598635223,NA,NA,1
"Congo","2002-07-01","2002-06-30",58,0,0,0,0,0,0,0,NA,NA,7.08876773112417,NA,NA,1
"Costa Rica","2002-07-01","2002-06-30",83,0,0,0,0,0,0,0,NA,NA,5.31895137016237,NA,NA,1
"Cote d'Ivoire","2002-07-01","2002-06-30",327,0,0,0,0,0,0,0,NA,NA,5.23652895779565,NA,NA,1
"Croatia","2002-07-01","2002-06-30",584,0,0,0,0,0,0,0,NA,NA,4.60324135279833,NA,NA,1
"Cuba","2002-07-01","2002-06-30",5,0,0,0,0,0,0,0,NA,NA,3.22464065708419,NA,NA,1
"Curacao","2002-07-01","2002-06-30",77,0,0,0,0,0,0,0,NA,NA,5.71638354800573,NA,NA,1
"Cyprus","2002-07-01","2002-06-30",61,0,0,0,0,0,0,0,NA,NA,5.50824160411126,NA,NA,1
"Czech Republic","2002-07-01","2002-06-30",574,0,0,0,0,0,0,0,NA,NA,4.46555864795961,NA,NA,1
"Denmark","2002-07-01","2002-06-30",1200,0,0,0,0,0,0,0,NA,NA,5.81566822393414,NA,NA,1
"Dominican Republic","2002-07-01","2002-06-30",48,0,0,0,0,0,0,0,NA,NA,2.20733515856719,NA,NA,1
"DR Congo","2002-07-01","2002-06-30",152,0,0,0,0,0,0,0,NA,NA,7.74905436074786,NA,NA,1
"Ecuador","2002-07-01","2002-06-30",106,0,0,0,0,0,0,0,NA,NA,3.76346002350419,NA,NA,1
"Egypt","2002-07-01","2002-06-30",100,0,0,0,0,0,0,0,NA,NA,7.25420944558522,NA,NA,1
"El Salvador","2002-07-01","2002-06-30",53,0,0,0,0,0,0,0,NA,NA,4.17527410793848,NA,NA,1
"England","2002-07-01","2002-06-30",1682,0,0,0,0,0,0,0,NA,NA,6.08178718825817,NA,NA,1
"Equatorial Guinea","2002-07-01","2002-06-30",23,0,0,0,0,0,0,0,NA,NA,7.49766389905663,NA,NA,1
"Eritrea","2002-07-01","2002-06-30",4,0,0,0,0,0,0,0,NA,NA,10.5509924709103,NA,NA,1
"Estonia","2002-07-01","2002-06-30",52,0,0,0,0,0,0,0,NA,NA,5.5225609435055,NA,NA,1
"Ethiopia","2002-07-01","2002-06-30",43,0,0,0,0,0,0,0,NA,NA,4.01655444661987,NA,NA,1
"Faroe Islands","2002-07-01","2002-06-30",45,0,0,0,0,0,0,0,NA,NA,4.84952467868279,NA,NA,1
"Fiji","2002-07-01","2002-06-30",3,0,0,0,0,0,0,0,NA,NA,7.34565366187543,NA,NA,1
"Finland","2002-07-01","2002-06-30",122,0,0,0,0,0,0,0,NA,NA,5.93925113048552,NA,NA,1
"France","2002-07-01","2002-06-30",1888,1,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,1,6.70748342254563,NA,NA,0.999470338983051
"French Guiana","2002-07-01","2002-06-30",8,0,0,0,0,0,0,0,NA,NA,13.5595482546201,NA,NA,1
"Gabon","2002-07-01","2002-06-30",36,0,0,0,0,0,0,0,NA,NA,7.59008289603772,NA,NA,1
"Georgia","2002-07-01","2002-06-30",137,0,0,0,0,0,0,0,NA,NA,6.47183960590936,NA,NA,1
"Germany","2002-07-01","2002-06-30",1452,0,0,0,0,0,0,0,NA,NA,6.52141284228531,NA,NA,1
"Ghana","2002-07-01","2002-06-30",380,0,0,0,0,0,0,0,NA,NA,4.47286800705773,NA,NA,1
"Gibraltar","2002-07-01","2002-06-30",30,0,0,0,0,0,0,0,NA,NA,0.755738078941364,NA,NA,1
"Greece","2002-07-01","2002-06-30",1298,0,0,0,0,0,0,0,NA,NA,7.06198952249624,NA,NA,1
"Grenada","2002-07-01","2002-06-30",9,0,0,0,0,0,0,0,NA,NA,8.15909955129668,NA,NA,1
"Guadeloupe","2002-07-01","2002-06-30",41,0,0,0,0,0,0,0,NA,NA,10.1210998146942,NA,NA,1
"Guatemala","2002-07-01","2002-06-30",27,0,0,0,0,0,0,0,NA,NA,3.84820138413568,NA,NA,1
"Guinea","2002-07-01","2002-06-30",128,0,0,0,0,0,0,0,NA,NA,5.33504449007529,NA,NA,1
"Guinea-Bissau","2002-07-01","2002-06-30",85,0,0,0,0,0,0,0,NA,NA,5.67401860128035,NA,NA,1
"Guyana","2002-07-01","2002-06-30",10,0,0,0,0,0,0,0,NA,NA,4.25407255304586,NA,NA,1
"Haiti","2002-07-01","2002-06-30",40,0,0,0,0,0,0,0,NA,NA,6.00958247775496,NA,NA,1
"Honduras","2002-07-01","2002-06-30",66,0,0,0,0,0,0,0,NA,NA,6.5104432414494,NA,NA,1
"Hongkong","2002-07-01","2002-06-30",36,0,0,0,0,0,0,0,NA,NA,5.8983953152331,NA,NA,1
"Hungary","2002-07-01","2002-06-30",135,0,0,0,0,0,0,0,NA,NA,6.93134585646564,NA,NA,1
"Iceland","2002-07-01","2002-06-30",126,0,0,0,0,0,0,0,NA,NA,6.55778277544191,NA,NA,1
"India","2002-07-01","2002-06-30",21,0,0,0,0,0,0,0,NA,NA,3.87223362993383,NA,NA,1
"Indonesia","2002-07-01","2002-06-30",38,0,0,0,0,0,0,0,NA,NA,2.96703771749703,NA,NA,1
"Iran","2002-07-01","2002-06-30",56,0,0,0,0,0,0,0,NA,NA,7.14676835826733,NA,NA,1
"Iraq","2002-07-01","2002-06-30",66,0,0,0,0,0,0,0,NA,NA,3.52635181382615,NA,NA,1
"Ireland","2002-07-01","2002-06-30",276,0,0,0,0,0,0,0,NA,NA,7.59991667410648,NA,NA,1
"Israel","2002-07-01","2002-06-30",144,0,0,0,0,0,0,0,NA,NA,6.72887672066317,NA,NA,1
"Italy","2002-07-01","2002-06-30",1993,0,0,0,0,0,0,0,NA,NA,6.66805825866234,NA,NA,1
"Jamaica","2002-07-01","2002-06-30",111,0,0,0,0,0,0,0,NA,NA,4.74511472458084,NA,NA,1
"Japan","2002-07-01","2002-06-30",923,0,0,0,0,0,0,0,NA,NA,3.02281888760707,NA,NA,1
"Jordan","2002-07-01","2002-06-30",45,0,0,0,0,0,0,0,NA,NA,3.97268233325728,NA,NA,1
"Kazakhstan","2002-07-01","2002-06-30",36,0,0,0,0,0,0,0,NA,NA,6.41615331964408,NA,NA,1
"Kenya","2002-07-01","2002-06-30",23,0,0,0,0,0,0,0,NA,NA,5.29357497842455,NA,NA,1
"Korea, North","2002-07-01","2002-06-30",2,0,0,0,0,0,0,0,NA,NA,7.59753593429158,NA,NA,1
"Korea, South","2002-07-01","2002-06-30",610,0,0,0,0,0,0,0,NA,NA,2.26483993671525,NA,NA,1
"Kosovo","2002-07-01","2002-06-30",129,0,0,0,0,0,0,0,NA,NA,3.53378009115557,NA,NA,1
"Kyrgyzstan","2002-07-01","2002-06-30",40,0,0,0,0,0,0,0,NA,NA,2.61409993155373,NA,NA,1
"Laos","2002-07-01","2002-06-30",29,0,0,0,0,0,0,0,NA,NA,-0.483844320139725,NA,NA,1
"Latvia","2002-07-01","2002-06-30",50,0,0,0,0,0,0,0,NA,NA,5.3976180698152,NA,NA,1
"Lebanon","2002-07-01","2002-06-30",29,0,0,0,0,0,0,0,NA,NA,4.62224739786164,NA,NA,1
"Liberia","2002-07-01","2002-06-30",22,0,0,0,0,0,0,0,NA,NA,4.1961296745691,NA,NA,1
"Libya","2002-07-01","2002-06-30",35,0,0,0,0,0,0,0,NA,NA,5.08794367849809,NA,NA,1
"Liechtenstein","2002-07-01","2002-06-30",4,0,0,0,0,0,0,0,NA,NA,7.88637919233402,NA,NA,1
"Lithuania","2002-07-01","2002-06-30",72,0,0,0,0,0,0,0,NA,NA,6.14491596319112,NA,NA,1
"Luxembourg","2002-07-01","2002-06-30",43,0,0,0,0,0,0,0,NA,NA,3.5046400203747,NA,NA,1
"Macao","2002-07-01","2002-06-30",1,0,0,0,0,0,0,0,NA,NA,7.5482546201232,NA,NA,1
"Madagascar","2002-07-01","2002-06-30",23,0,0,0,0,0,0,0,NA,NA,7.41100496979436,NA,NA,1
"Malawi","2002-07-01","2002-06-30",3,0,0,0,0,0,0,0,NA,NA,5.00022815423226,NA,NA,1
"Malaysia","2002-07-01","2002-06-30",29,0,0,0,0,0,0,0,NA,NA,4.91264839859331,NA,NA,1
"Mali","2002-07-01","2002-06-30",180,0,0,0,0,0,0,0,NA,NA,6.04301467792227,NA,NA,1
"Malta","2002-07-01","2002-06-30",42,0,0,0,0,0,0,0,NA,NA,4.06577360581467,NA,NA,1
"Martinique","2002-07-01","2002-06-30",37,0,0,0,0,0,0,0,NA,NA,11.0236972085021,NA,NA,1
"Mauritania","2002-07-01","2002-06-30",29,0,0,0,0,0,0,0,NA,NA,3.91739243314688,NA,NA,1
"Mauritius","2002-07-01","2002-06-30",2,0,0,0,0,0,0,0,NA,NA,6.29979466119097,NA,NA,1
"Mexico","2002-07-01","2002-06-30",536,0,0,0,0,0,0,0,NA,NA,1.77792761040792,NA,NA,1
"Moldova","2002-07-01","2002-06-30",63,0,0,0,0,0,0,0,NA,NA,5.32811837945308,NA,NA,1
"Monaco","2002-07-01","2002-06-30",1,0,0,0,0,0,0,0,NA,NA,8.37782340862423,NA,NA,1
"Mongolia","2002-07-01","2002-06-30",1,0,0,0,0,0,0,0,NA,NA,-2.55441478439425,NA,NA,1
"Montenegro","2002-07-01","2002-06-30",118,0,0,0,0,0,0,0,NA,NA,6.7974338449402,NA,NA,1
"Montserrat","2002-07-01","2002-06-30",6,0,0,0,0,0,0,0,NA,NA,8.77663700661647,NA,NA,1
"Morocco","2002-07-01","2002-06-30",366,0,0,0,0,0,0,0,NA,NA,5.04780392200865,NA,NA,1
"Mozambique","2002-07-01","2002-06-30",18,0,0,0,0,0,0,0,NA,NA,9.37942048825006,NA,NA,1
"Myanmar","2002-07-01","2002-06-30",33,0,0,0,0,0,0,0,NA,NA,2.80057245971004,NA,NA,1
"Netherlands","2002-07-01","2002-06-30",1555,0,0,0,0,0,0,0,NA,NA,5.80683881299898,NA,NA,1
"Neukaledonien","2002-07-01","2002-06-30",2,0,0,0,0,0,0,0,NA,NA,14.2683093771389,NA,NA,1
"New Caledonia","2002-07-01","2002-06-30",2,0,0,0,0,0,0,0,NA,NA,6.29158110882957,NA,NA,1
"New Zealand","2002-07-01","2002-06-30",105,0,0,0,0,0,0,0,NA,NA,1.76108992536097,NA,NA,1
"Nicaragua","2002-07-01","2002-06-30",6,0,0,0,0,0,0,0,NA,NA,5.56103125712982,NA,NA,1
"Niger","2002-07-01","2002-06-30",13,0,0,0,0,0,0,0,NA,NA,5.654925498868,NA,NA,1
"Nigeria","2002-07-01","2002-06-30",513,0,0,0,0,0,0,0,NA,NA,4.29244302481811,NA,NA,1
"North Macedonia","2002-07-01","2002-06-30",107,0,0,0,0,0,0,0,NA,NA,6.85647392964747,NA,NA,1
"Northern Ireland","2002-07-01","2002-06-30",127,0,0,0,0,0,0,0,NA,NA,6.93208728785699,NA,NA,1
"Norway","2002-07-01","2002-06-30",565,0,0,0,0,0,0,0,NA,NA,3.0628506357023,NA,NA,1
"Oman","2002-07-01","2002-06-30",50,0,0,0,0,0,0,0,NA,NA,4.69618069815195,NA,NA,1
"Pakistan","2002-07-01","2002-06-30",4,0,0,0,0,0,0,0,NA,NA,5.98083504449008,NA,NA,1
"Palestine","2002-07-01","2002-06-30",10,0,0,0,0,0,0,0,NA,NA,5.82313483915127,NA,NA,1
"Panama","2002-07-01","2002-06-30",61,0,0,0,0,0,0,0,NA,NA,3.37092267815666,NA,NA,1
"Papua New Guinea","2002-07-01","2002-06-30",1,0,0,0,0,0,0,0,NA,NA,6.51060917180014,NA,NA,1
"Paraguay","2002-07-01","2002-06-30",147,0,0,0,0,0,0,0,NA,NA,5.90692238565515,NA,NA,1
"Peru","2002-07-01","2002-06-30",102,0,0,0,0,0,0,0,NA,NA,5.37818577122841,NA,NA,1
"Philippines","2002-07-01","2002-06-30",45,0,0,0,0,0,0,0,NA,NA,3.7347935204198,NA,NA,1
"Poland","2002-07-01","2002-06-30",660,0,0,0,0,0,0,0,NA,NA,2.81452720220687,NA,NA,1
"Portugal","2002-07-01","2002-06-30",1261,0,0,0,0,0,0,0,NA,NA,7.09473321967236,NA,NA,1
"Puerto Rico","2002-07-01","2002-06-30",33,0,0,0,0,0,0,0,NA,NA,-0.496712504926057,NA,NA,1
"Qatar","2002-07-01","2002-06-30",54,0,0,0,0,0,0,0,NA,NA,5.29713286181459,NA,NA,1
"Réunion","2002-07-01","2002-06-30",1,0,0,0,0,0,0,0,NA,NA,18.6228610540726,NA,NA,1
"Romania","2002-07-01","2002-06-30",558,0,0,0,0,0,0,0,NA,NA,3.23480014425235,NA,NA,1
"Russia","2002-07-01","2002-06-30",1598,0,0,0,0,0,0,0,NA,NA,6.19530744710834,NA,NA,1
"Rwanda","2002-07-01","2002-06-30",10,0,0,0,0,0,0,0,NA,NA,4.49445585215606,NA,NA,1
"Saint-Martin","2002-07-01","2002-06-30",3,0,0,0,0,0,0,0,NA,NA,14.4631530914898,NA,NA,1
"San Marino","2002-07-01","2002-06-30",16,0,0,0,0,0,0,0,NA,NA,2.17967145790554,NA,NA,1
"Sao Tome and Principe","2002-07-01","2002-06-30",8,0,0,0,0,0,0,0,NA,NA,6.90930869267625,NA,NA,1
"Saudi Arabia","2002-07-01","2002-06-30",493,0,0,0,0,0,0,0,NA,NA,2.18328883631623,NA,NA,1
"Scotland","2002-07-01","2002-06-30",1021,0,0,0,0,0,0,0,NA,NA,6.33599274911995,NA,NA,1
"Senegal","2002-07-01","2002-06-30",408,0,0,0,0,0,0,0,NA,NA,5.99183342056877,NA,NA,1
"Serbia","2002-07-01","2002-06-30",896,0,0,0,0,0,0,0,NA,NA,4.45878556761513,NA,NA,1
"Seychelles","2002-07-01","2002-06-30",1,0,0,0,0,0,0,0,NA,NA,14.4777549623546,NA,NA,1
"Sierra Leone","2002-07-01","2002-06-30",33,0,0,0,0,0,0,0,NA,NA,5.31765291518885,NA,NA,1
"Singapore","2002-07-01","2002-06-30",36,0,0,0,0,0,0,0,NA,NA,4.21066240778766,NA,NA,1
"Sint Maarten","2002-07-01","2002-06-30",1,0,0,0,0,0,0,0,NA,NA,3.11567419575633,NA,NA,1
"Slovakia","2002-07-01","2002-06-30",188,0,0,0,0,0,0,0,NA,NA,6.97553409934903,NA,NA,1
"Slovenia","2002-07-01","2002-06-30",176,0,0,0,0,0,0,0,NA,NA,6.96974363760811,NA,NA,1
"Somalia","2002-07-01","2002-06-30",5,0,0,0,0,0,0,0,NA,NA,2.79534565366188,NA,NA,1
"South Africa","2002-07-01","2002-06-30",126,0,0,0,0,0,0,0,NA,NA,5.53541279619308,NA,NA,1
"Southern Sudan","2002-07-01","2002-06-30",2,0,0,0,0,0,0,0,NA,NA,2.74469541409993,NA,NA,1
"Spain","2002-07-01","2002-06-30",2169,0,0,0,0,0,0,0,NA,NA,7.30480689817165,NA,NA,1
"Sri Lanka","2002-07-01","2002-06-30",1,0,0,0,0,0,0,0,NA,NA,11.7618069815195,NA,NA,1
"St. Kitts & Nevis","2002-07-01","2002-06-30",4,0,0,0,0,0,0,0,NA,NA,9.97399041752224,NA,NA,1
"St. Lucia","2002-07-01","2002-06-30",4,0,0,0,0,0,0,0,NA,NA,5.28199863107461,NA,NA,1
"St. Vincent & Grenadinen","2002-07-01","2002-06-30",1,0,0,0,0,0,0,0,NA,NA,-1.59342915811088,NA,NA,1
"Sudan","2002-07-01","2002-06-30",1,0,0,0,0,0,0,0,NA,NA,-3.69883641341547,NA,NA,1
"Suriname","2002-07-01","2002-06-30",62,0,0,0,0,0,0,0,NA,NA,5.93067055264843,NA,NA,1
"Sweden","2002-07-01","2002-06-30",764,0,0,0,0,0,0,0,NA,NA,3.10682276716443,NA,NA,1
"Switzerland","2002-07-01","2002-06-30",400,0,0,0,0,0,0,0,NA,NA,3.16343905623058,NA,NA,1
"Syria","2002-07-01","2002-06-30",22,0,0,0,0,0,0,0,NA,NA,4.60693174040197,NA,NA,1
"Tahiti","2002-07-01","2002-06-30",1,0,0,0,0,0,0,0,NA,NA,22.135523613963,NA,NA,1
"Tajikistan","2002-07-01","2002-06-30",44,0,0,0,0,0,0,0,NA,NA,2.26967830253251,NA,NA,1
"Tanzania","2002-07-01","2002-06-30",6,0,0,0,0,0,0,0,NA,NA,1.81291352954597,NA,NA,1
"Thailand","2002-07-01","2002-06-30",60,0,0,0,0,0,0,0,NA,NA,4.31060917180014,NA,NA,1
"The Gambia","2002-07-01","2002-06-30",87,0,0,0,0,0,0,0,NA,NA,2.77429252519531,NA,NA,1
"Togo","2002-07-01","2002-06-30",45,1,150000,11.9183972397228,150000,11.9183972397228,150000,11.9183972397228,150000,1,7.24581336983801,NA,NA,0.977777777777778
"Trinidad and Tobago","2002-07-01","2002-06-30",21,0,0,0,0,0,0,0,NA,NA,4.77220429581826,NA,NA,1
"Tunisia","2002-07-01","2002-06-30",122,0,0,0,0,0,0,0,NA,NA,7.98184490748533,NA,NA,1
"Turkey","2002-07-01","2002-06-30",2180,0,0,0,0,0,0,0,NA,NA,5.14773825341225,NA,NA,1
"Turkmenistan","2002-07-01","2002-06-30",2,0,0,0,0,0,0,0,NA,NA,3.03901437371663,NA,NA,1
"Uganda","2002-07-01","2002-06-30",69,0,0,0,0,0,0,0,NA,NA,4.14895495441875,NA,NA,1
"Ukraine","2002-07-01","2002-06-30",1623,0,0,0,0,0,0,0,NA,NA,5.8611233638384,NA,NA,1
"United Arab Emirates","2002-07-01","2002-06-30",27,0,0,0,0,0,0,0,NA,NA,3.57979060511573,NA,NA,1
"United States","2002-07-01","2002-06-30",614,0,0,0,0,0,0,0,NA,NA,2.02944750260296,NA,NA,1
"Uruguay","2002-07-01","2002-06-30",343,0,0,0,0,0,0,0,NA,NA,6.31945450518136,NA,NA,1
"Uzbekistan","2002-07-01","2002-06-30",58,0,0,0,0,0,0,0,NA,NA,5.2856569661781,NA,NA,1
"Vanuatu","2002-07-01","2002-06-30",1,0,0,0,0,0,0,0,NA,NA,8.7501711156742,NA,NA,1
"Venezuela","2002-07-01","2002-06-30",137,0,0,0,0,0,0,0,NA,NA,5.30205788456062,NA,NA,1
"Vietnam","2002-07-01","2002-06-30",47,0,0,0,0,0,0,0,NA,NA,3.20911063538527,NA,NA,1
"Wales","2002-07-01","2002-06-30",152,0,0,0,0,0,0,0,NA,NA,6.13602795489751,NA,NA,1
"Yemen","2002-07-01","2002-06-30",2,0,0,0,0,0,0,0,NA,NA,-2.31485284052019,NA,NA,1
"Zambia","2002-07-01","2002-06-30",24,0,0,0,0,0,0,0,NA,NA,5.35318275154004,NA,NA,1
"Zimbabwe","2002-07-01","2002-06-30",26,0,0,0,0,0,0,0,NA,NA,7.7482230295372,NA,NA,1
"Afghanistan","2003-01-01","2002-12-31",3,0,0,0,0,0,0,0,NA,NA,8.95459730778006,NA,NA,1
"Albania","2003-01-01","2002-12-31",183,0,0,0,0,0,0,0,NA,NA,5.52116785045051,NA,NA,1
"Algeria","2003-01-01","2002-12-31",200,0,0,0,0,0,0,0,NA,NA,7.17638603696099,NA,NA,1
"Andorra","2003-01-01","2002-12-31",36,0,0,0,0,0,0,0,NA,NA,5.28435622480797,NA,NA,1
"Angola","2003-01-01","2002-12-31",84,0,0,0,0,0,0,0,NA,NA,6.49705029171148,NA,NA,1
"Antigua and Barbuda","2003-01-01","2002-12-31",9,0,0,0,0,0,0,0,NA,NA,7.0444900752909,NA,NA,1
"Argentina","2003-01-01","2002-12-31",1732,0,0,0,0,0,0,0,NA,NA,5.61328331855336,NA,NA,1
"Armenia","2003-01-01","2002-12-31",88,0,0,0,0,0,0,0,NA,NA,7.01928940327297,NA,NA,1
"Aruba","2003-01-01","2002-12-31",6,0,0,0,0,0,0,0,NA,NA,11.4241387177732,NA,NA,1
"Australia","2003-01-01","2002-12-31",474,0,0,0,0,0,0,0,NA,NA,2.26561773480392,NA,NA,1
"Austria","2003-01-01","2002-12-31",421,0,0,0,0,0,0,0,NA,NA,4.62830416218507,NA,NA,1
"Azerbaijan","2003-01-01","2002-12-31",62,0,0,0,0,0,0,0,NA,NA,5.73076328630412,NA,NA,1
"Bahrain","2003-01-01","2002-12-31",2,0,0,0,0,0,0,0,NA,NA,7.39630390143737,NA,NA,1
"Bangladesh","2003-01-01","2002-12-31",38,0,0,0,0,0,0,0,NA,NA,2.22990741741417,NA,NA,1
"Barbados","2003-01-01","2002-12-31",5,0,0,0,0,0,0,0,NA,NA,9.34757015742642,NA,NA,1
"Belarus","2003-01-01","2002-12-31",114,0,0,0,0,0,0,0,NA,NA,8.15689806309065,NA,NA,1
"Belgium","2003-01-01","2002-12-31",1194,0,0,0,0,0,0,0,NA,NA,6.14451908183399,NA,NA,1
"Benin","2003-01-01","2002-12-31",29,0,0,0,0,0,0,0,NA,NA,8.44608086100687,NA,NA,1
"Bermuda","2003-01-01","2002-12-31",2,0,0,0,0,0,0,0,NA,NA,9.41820670773443,NA,NA,1
"Bolivia","2003-01-01","2002-12-31",62,0,0,0,0,0,0,0,NA,NA,3.07491554613499,NA,NA,1
"Bonaire","2003-01-01","2002-12-31",3,0,0,0,0,0,0,0,NA,NA,2.26967830253251,NA,NA,1
"Bosnia-Herzegovina","2003-01-01","2002-12-31",244,0,0,0,0,0,0,0,NA,NA,6.41279833035985,NA,NA,1
"Botswana","2003-01-01","2002-12-31",1,0,0,0,0,0,0,0,NA,NA,-3.08555783709788,NA,NA,1
"Brazil","2003-01-01","2002-12-31",2697,0,0,0,0,0,0,0,NA,NA,6.38629024009997,NA,NA,1
"Brunei Darussalam","2003-01-01","2002-12-31",1,0,0,0,0,0,0,0,NA,NA,4.64887063655031,NA,NA,1
"Bulgaria","2003-01-01","2002-12-31",100,0,0,0,0,0,0,0,NA,NA,8.96626967830253,NA,NA,1
"Burkina Faso","2003-01-01","2002-12-31",70,0,0,0,0,0,0,0,NA,NA,5.43162217659138,NA,NA,1
"Burundi","2003-01-01","2002-12-31",19,0,0,0,0,0,0,0,NA,NA,6.86465650779927,NA,NA,1
"Cambodia","2003-01-01","2002-12-31",24,0,0,0,0,0,0,0,NA,NA,1.90349075975359,NA,NA,1
"Cameroon","2003-01-01","2002-12-31",246,0,0,0,0,0,0,0,NA,NA,7.63444127254414,NA,NA,1
"Canada","2003-01-01","2002-12-31",133,0,0,0,0,0,0,0,NA,NA,3.85005635237992,NA,NA,1
"Cape Verde","2003-01-01","2002-12-31",114,0,0,0,0,0,0,0,NA,NA,8.28632155337008,NA,NA,1
"Central African Republic","2003-01-01","2002-12-31",24,0,0,0,0,0,0,0,NA,NA,8.30686744239106,NA,NA,1
"Chad","2003-01-01","2002-12-31",5,0,0,0,0,0,0,0,NA,NA,8.78631074606434,NA,NA,1
"Chile","2003-01-01","2002-12-31",144,0,0,0,0,0,0,0,NA,NA,7.70050954445205,NA,NA,1
"China","2003-01-01","2002-12-31",58,0,0,0,0,0,0,0,NA,NA,5.50020061837664,NA,NA,1
"Chinese Taipei","2003-01-01","2002-12-31",38,0,0,0,0,0,0,0,NA,NA,3.78479051839043,NA,NA,1
"Colombia","2003-01-01","2002-12-31",956,0,0,0,0,0,0,0,NA,NA,3.72205086789297,NA,NA,1
"Comoros","2003-01-01","2002-12-31",66,0,0,0,0,0,0,0,NA,NA,4.25603053118454,NA,NA,1
"Congo","2003-01-01","2002-12-31",58,0,0,0,0,0,0,0,NA,NA,7.59253227595648,NA,NA,1
"Costa Rica","2003-01-01","2002-12-31",83,0,0,0,0,0,0,0,NA,NA,5.82271591499468,NA,NA,1
"Cote d'Ivoire","2003-01-01","2002-12-31",327,0,0,0,0,0,0,0,NA,NA,5.74029350262796,NA,NA,1
"Croatia","2003-01-01","2002-12-31",584,0,0,0,0,0,0,0,NA,NA,5.10700589763064,NA,NA,1
"Cuba","2003-01-01","2002-12-31",5,0,0,0,0,0,0,0,NA,NA,3.7284052019165,NA,NA,1
"Curacao","2003-01-01","2002-12-31",77,0,0,0,0,0,0,0,NA,NA,6.22014809283803,NA,NA,1
"Cyprus","2003-01-01","2002-12-31",61,0,0,0,0,0,0,0,NA,NA,6.01200614894357,NA,NA,1
"Czech Republic","2003-01-01","2002-12-31",574,0,0,0,0,0,0,0,NA,NA,4.96932319279191,NA,NA,1
"Denmark","2003-01-01","2002-12-31",1200,0,0,0,0,0,0,0,NA,NA,6.31943276876645,NA,NA,1
"Dominican Republic","2003-01-01","2002-12-31",48,0,0,0,0,0,0,0,NA,NA,2.7110997033995,NA,NA,1
"DR Congo","2003-01-01","2002-12-31",152,0,0,0,0,0,0,0,NA,NA,8.25281890558017,NA,NA,1
"Ecuador","2003-01-01","2002-12-31",106,0,0,0,0,0,0,0,NA,NA,4.2672245683365,NA,NA,1
"Egypt","2003-01-01","2002-12-31",100,0,0,0,0,0,0,0,NA,NA,7.75797399041752,NA,NA,1
"El Salvador","2003-01-01","2002-12-31",53,0,0,0,0,0,0,0,NA,NA,4.67903865277078,NA,NA,1
"England","2003-01-01","2002-12-31",1682,0,0,0,0,0,0,0,NA,NA,6.58555173309048,NA,NA,1
"Equatorial Guinea","2003-01-01","2002-12-31",23,0,0,0,0,0,0,0,NA,NA,8.00142844388894,NA,NA,1
"Eritrea","2003-01-01","2002-12-31",4,0,0,0,0,0,0,0,NA,NA,11.0547570157426,NA,NA,1
"Estonia","2003-01-01","2002-12-31",52,0,0,0,0,0,0,0,NA,NA,6.02632548833781,NA,NA,1
"Ethiopia","2003-01-01","2002-12-31",43,0,0,0,0,0,0,0,NA,NA,4.52031899145218,NA,NA,1
"Faroe Islands","2003-01-01","2002-12-31",45,0,0,0,0,0,0,0,NA,NA,5.3532892235151,NA,NA,1
"Fiji","2003-01-01","2002-12-31",3,0,0,0,0,0,0,0,NA,NA,7.84941820670773,NA,NA,1
"Finland","2003-01-01","2002-12-31",122,0,0,0,0,0,0,0,NA,NA,6.44301567531783,NA,NA,1
